algorithm,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
double_ss,6.0,26.49223174096123,0.0005298446348192245,22.321798780354957,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260420,zipf,50000,4.4e-06,0.004337128415963942,100,0.98,0.98,0.98,175000,1200,0.00058,106748,0.00056,28.0,100,50000,600,20260419,300000,non-interleaved,6887,0.00056,28.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,1.2,,,,,
count_min,6.0,41.39668941483955,0.000827933788296791,33.571847405165286,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260421,zipf,50000,0.0008010000000000001,0.497729702964162,100,0.87,0.87,0.87,175000,1360,0.00216,23812,0.0008382000000000001,41.91,100,50000,,20260419,300000,non-interleaved,6887,0.000866,43.3,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",5,20260421,272,,1.2,,,,,
count_sketch,6.0,0.1299549876579062,2.599099753158124e-06,0.1141532519269617,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260422,zipf,50000,2.2e-06,0.0013076054168983612,100,1.0,1.0,1.0,175000,50000,0.00024,472420,2.6000000000000005e-06,0.13,100,50000,,20260419,300000,non-interleaved,6887,2.6000000000000005e-06,0.13,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,6.0,6.823871061420067,0.00013647742122840134,3.06954530203383,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260423,zipf,50000,0.0002322,0.25863216950379014,100,0.28,0.28,0.28,175000,350,0.004,67942,2e-05,1.0,100,50000,,20260419,300000,non-interleaved,6887,5.7600000000000004e-05,2.88,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,350,1.2,,,,,
double_mg,8.0,2.3092930444697832,4.6185860889395665e-05,0.9808681448763693,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260419,zipf,50000,0.00041960000000000006,0.24794205799543487,100,0.99,0.99,0.99,225000,1598,0.00054,103636,1.98e-05,0.99,100,50000,799,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,1.2,,,,,
double_ss,8.0,18.660205245153932,0.0003732041049030787,15.975381773846788,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260420,zipf,50000,2.8000000000000003e-06,0.0030098144454464093,100,0.99,0.99,0.99,225000,1600,0.00042,190904,0.0004,20.0,100,50000,800,20260419,400000,non-interleaved,7016,0.0004,20.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,1.2,,,,,
count_min,8.0,41.69826111744584,0.0008339652223489167,33.92931688807669,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260421,zipf,50000,0.0007983999999999999,0.48406872385714117,100,0.82,0.82,0.82,225000,1360,0.00652,23924,0.0008424,42.12,100,50000,,20260419,400000,non-interleaved,7016,0.0008500000000000001,42.5,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",5,20260421,272,,1.2,,,,,
count_sketch,8.0,0.13298175598631698,2.6596351197263404e-06,0.11854977740136735,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260422,zipf,50000,1.6000000000000001e-06,0.0011194855241554716,100,0.99,0.99,0.99,225000,50000,0.0001,473232,2.2e-06,0.11,100,50000,,20260419,400000,non-interleaved,7016,4.4e-06,0.22,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",5,20260422,10000,,1.2,,,,,
integrated_sspm,8.0,6.771522234891676,0.00013543044469783354,2.9602189943236006,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260423,zipf,50000,5.84e-05,0.06655316503013527,100,0.28,0.28,0.28,225000,450,0.00374,76522,5.64e-05,2.82,100,50000,,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,450,1.2,,,,,
double_mg,1.5,7.317234413736112,7.317234413736111e-05,0.9993898446421751,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260419,kosarak,100000,0.0020571,0.9386950388028201,100,0.14,0.14,0.14,125000,298,0.00545,14396,1.95e-05,1.0,100,100000,149,20260419,150000,non-interleaved,10891,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,1.5,524.6763382609494,0.005246763382609494,303.6392672669587,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260420,kosarak,100000,0.003263,2.757295183969615,100,0.14,0.14,0.14,125000,300,0.00531,32628,0.0053005000000000005,324.85,100,100000,150,20260419,150000,non-interleaved,10891,0.005309999999999999,531.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,1.5,169.66522817004866,0.0016966522817004866,97.65793079276787,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260421,kosarak,100000,0.0016516,1.1535485252296773,100,0.6,0.6,0.6,125000,1360,0.00363,37380,0.0016678,104.79916666666666,100,100000,,20260419,150000,non-interleaved,10891,0.0016420999999999999,164.21,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,1.5,0.25277752272518594,2.5277752272518595e-06,0.15283557939352033,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260422,kosarak,100000,2.9e-06,0.001621981073646045,100,0.99,0.99,0.99,125000,50000,0.00021,610188,1.7e-06,0.08333333333333334,100,100000,,20260419,150000,non-interleaved,10891,3.7000000000000006e-06,0.37,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,1.5,14.019190157010376,0.00014019190157010374,1.9517188152628082,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260423,kosarak,100000,0.002085,1.4726734576708838,100,0.09,0.09,0.09,125000,125,0.00809,23966,1.95e-05,1.0,100,100000,,20260419,150000,non-interleaved,10891,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,125,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,2.0,6.942933810375671,6.94293381037567e-05,0.9981482379100076,kosarak__F1_100000__alpha_2p0__non_interleaved,50000,,20260419,kosarak,100000,0.0018556999999999998,0.9159706335316288,100,0.33,0.33,0.33,150000,398,0.0039,47800,1.77e-05,1.0,100,100000,199,20260419,200000,non-interleaved,11180,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,2.0,382.0422182468694,0.0038204221824686938,227.87271543550352,kosarak__F1_100000__alpha_2p0__non_interleaved,50000,,20260420,kosarak,100000,0.0020315,1.7694168526206733,100,0.33,0.33,0.33,150000,400,0.00389,55092,0.0038722,260.2733333333333,100,100000,200,20260419,200000,non-interleaved,11180,0.00388,388.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,2.0,169.16717352415026,0.0016916717352415027,100.0131984057417,kosarak__F1_100000__alpha_2p0__non_interleaved,50000,,20260421,kosarak,100000,0.0016306,1.1300233955066468,100,0.56,0.56,0.56,150000,1360,0.00396,37244,0.0017299000000000001,118.26833333333335,100,100000,,20260419,200000,non-interleaved,11180,0.0016496,164.96,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,2.0,0.3039355992844365,3.0393559928443653e-06,0.19134913076837207,kosarak__F1_100000__alpha_2p0__non_interleaved,50000,,20260422,kosarak,100000,4.700000000000001e-06,0.0031717452775015063,100,1.0,1.0,1.0,150000,50000,0.00023,609716,2.2e-06,0.15166666666666667,100,100000,,20260419,200000,non-interleaved,11180,4.9e-06,0.49,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,2.0,14.140787119856887,0.00014140787119856888,2.276331401633761,kosarak__F1_100000__alpha_2p0__non_interleaved,50000,,20260423,kosarak,100000,0.0023058,1.7675560781478632,100,0.10000000000000002,0.1,0.1,150000,150,0.00795,27230,9.669999999999999e-05,4.95,100,100000,,20260419,200000,non-interleaved,11180,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,150,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,3.0,6.774870536931044,6.774870536931044e-05,0.997668210671456,kosarak__F1_100000__alpha_3p0__non_interleaved,100000,,20260419,kosarak,100000,0.0016090000000000002,0.8735531766951649,100,0.41999999999999993,0.42,0.42,200000,598,0.00262,28700,1.8e-05,1.0,100,100000,299,20260419,300000,non-interleaved,11007,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,3.0,242.22276732988098,0.00242222767329881,145.0202385780214,kosarak__F1_100000__alpha_3p0__non_interleaved,100000,,20260420,kosarak,100000,0.0008872000000000001,0.8266011924642581,100,0.41999999999999993,0.42,0.42,200000,600,0.00249,63564,0.0024720000000000002,164.17,100,100000,300,20260419,300000,non-interleaved,11007,0.00248,248.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,3.0,167.91269192332152,0.0016791269192332153,99.14903359129757,kosarak__F1_100000__alpha_3p0__non_interleaved,100000,,20260421,kosarak,100000,0.0016075,1.1053715365929273,100,0.55,0.55,0.55,200000,1360,0.00363,36660,0.0016671,110.80666666666666,100,100000,,20260419,300000,non-interleaved,11007,0.0017308999999999998,173.09,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,3.0,0.32942672844553467,3.2942672844553466e-06,0.20827793493706598,kosarak__F1_100000__alpha_3p0__non_interleaved,100000,,20260422,kosarak,100000,4.8e-06,0.0029417598959990687,100,1.0,1.0,1.0,200000,50000,0.0002,608992,2.9e-06,0.205,100,100000,,20260419,300000,non-interleaved,11007,5.200000000000001e-06,0.52,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,3.0,16.477968565458344,0.00016477968565458345,2.80963774923832,kosarak__F1_100000__alpha_3p0__non_interleaved,100000,,20260423,kosarak,100000,0.0020586,1.5798104473585932,100,0.10000000000000002,0.1,0.1,200000,200,0.00772,42386,9.44e-05,4.82,100,100000,,20260419,300000,non-interleaved,11007,8.67e-05,8.67,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,200,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,4.0,6.597316048931897,6.597316048931898e-05,0.9981997631952549,kosarak__F1_100000__alpha_4p0__non_interleaved,150000,,20260419,kosarak,100000,0.0013855999999999999,0.8165718983611651,100,0.49,0.49,0.49,250000,798,0.00194,82864,1.8100000000000003e-05,1.0,100,100000,399,20260419,400000,non-interleaved,10954,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,4.0,174.39729779076137,0.0017439729779076137,105.31423764306477,kosarak__F1_100000__alpha_4p0__non_interleaved,150000,,20260420,kosarak,100000,0.0004274,0.4191317056116216,100,0.49,0.49,0.49,250000,800,0.0018,118856,0.0017919,118.76166666666666,100,100000,400,20260419,400000,non-interleaved,10954,0.0018,180.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,4.0,167.07129815592478,0.0016707129815592477,98.84157959846183,kosarak__F1_100000__alpha_4p0__non_interleaved,150000,,20260421,kosarak,100000,0.0016049,1.1029997526430428,100,0.54,0.54,0.54,250000,1360,0.00384,37000,0.0016641,111.72166666666666,100,100000,,20260419,400000,non-interleaved,10954,0.001714,171.4,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,4.0,0.3253605988679934,3.2536059886799347e-06,0.20727335052268328,kosarak__F1_100000__alpha_4p0__non_interleaved,150000,,20260422,kosarak,100000,3.8e-06,0.002708951482877231,100,0.99,0.99,0.99,250000,50000,0.00022,606252,3.6000000000000003e-06,0.2383333333333333,100,100000,,20260419,400000,non-interleaved,10954,4.3e-06,0.43,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,4.0,18.787931349278804,0.00018787931349278803,3.2946677304716836,kosarak__F1_100000__alpha_4p0__non_interleaved,150000,,20260423,kosarak,100000,0.0016642999999999999,1.3957581726194868,100,0.10000000000000002,0.1,0.1,250000,250,0.00757,48362,9.28e-05,3.49,100,100000,,20260419,400000,non-interleaved,10954,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,250,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,6.0,6.247843849296414,6.247843849296414e-05,0.9915646002456974,kosarak__F1_100000__alpha_6p0__non_interleaved,250000,,20260419,kosarak,100000,0.0010698,0.7012014086826297,100,0.7,0.7,0.7,350000,1198,0.00131,58488,1.8100000000000003e-05,0.99,100,100000,599,20260419,600000,non-interleaved,11015,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,6.0,108.74888788016341,0.001087488878801634,66.26086328820396,kosarak__F1_100000__alpha_6p0__non_interleaved,250000,,20260420,kosarak,100000,8.91e-05,0.09457378117986277,100,0.7,0.7,0.7,350000,1200,0.00115,140768,0.0011319,74.52666666666667,100,100000,600,20260419,600000,non-interleaved,11015,0.00114,114.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,6.0,168.14253290966863,0.0016814253290966864,99.0976631962447,kosarak__F1_100000__alpha_6p0__non_interleaved,250000,,20260421,kosarak,100000,0.0016133,1.1175249084961358,100,0.55,0.55,0.55,350000,1360,0.00405,36500,0.0017227,113.91166666666666,100,100000,,20260419,600000,non-interleaved,11015,0.0016896,168.96,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,6.0,0.352156150703586,3.5215615070358605e-06,0.22363415748799545,kosarak__F1_100000__alpha_6p0__non_interleaved,250000,,20260422,kosarak,100000,4.5e-06,0.003414626012323117,100,1.0,1.0,1.0,350000,50000,0.00021,609084,4.9e-06,0.32833333333333337,100,100000,,20260419,600000,non-interleaved,11015,4.1000000000000006e-06,0.41,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 350000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
